Date,AAPL,CAT,GLD,JNJ,JPM,PG,UNG,USO,XOM
2020-06-24,87.1550521850586,109.03278350830078,165.89999389648438,118.35913848876953,80.79825592041016,100.05294799804688,38.880001068115234,27.25,34.36259841918945
2020-06-25,88.31207275390625,111.39995574951172,165.8000030517578,118.2321548461914,83.61503601074219,101.3162612915039,35.959999084472656,27.940000534057617,34.87997817993164
2020-06-26,85.59860229492188,109.32755279541016,166.5399932861328,116.65764617919922,79.03138732910156,99.03022003173828,36.20000076293945,27.360000610351562,33.683074951171875
2020-06-29,87.57136535644531,111.8823013305664,166.6300048828125,117.69884490966797,79.3813705444336,101.11862182617188,39.7599983215332,28.270000457763672,34.223609924316406
2020-06-30,88.30239868164062,112.99891662597656,167.3699951171875,119.0447998046875,80.2861328125,102.7601089477539,41.040000915527344,28.059999465942383,34.532493591308594
2020-07-01,88.1353530883789,112.60586547851562,166.6199951171875,118.83319854736328,79.603271484375,103.11245727539062,39.560001373291016,28.350000381469727,33.75257873535156
2020-07-02,88.1353530883789,114.08869934082031,166.97999572753906,119.33265686035156,79.86186218261719,103.88592529296875,40.31999969482422,28.75,34.03828430175781
2020-07-06,90.49298858642578,115.61618041992188,167.97999572753906,121.03411865234375,81.87864685058594,104.53047180175781,42.84000015258789,28.959999084472656,34.27766036987305
2020-07-07,90.21221160888672,113.62419891357422,169.0399932861328,120.92406463623047,79.56880187988281,105.03753662109375,43.79999923706055,28.790000915527344,33.38964080810547
2020-07-08,92.31327056884766,114.4549331665039,170.08999633789062,121.27959442138672,80.4134521484375,105.61334228515625,42.91999816894531,29.18000030517578,33.31242752075195
2020-07-09,92.71025848388672,112.31111145019531,169.6300048828125,120.61929321289062,78.67243957519531,105.2609634399414,41.560001373291016,28.40999984741211,31.93792724609375
2020-07-10,92.8724136352539,114.34773254394531,169.19000244140625,120.5177230834961,82.97322082519531,106.47274780273438,42.400001525878906,29.030000686645508,32.934051513671875
2020-07-13,92.4439697265625,116.6345443725586,169.39999389648438,122.92182922363281,84.16264343261719,106.61026763916016,40.47999954223633,28.5,32.94176483154297
2020-07-14,93.97379302978516,122.27105712890625,170.19000244140625,125.21586608886719,84.6452865600586,107.50404357910156,40.959999084472656,28.8799991607666,34.03055953979492
2020-07-15,94.62007904052734,123.59310913085938,170.33999633789062,125.5036849975586,85.9553451538086,106.99697875976562,41.7599983215332,29.290000915527344,34.46299362182617
2020-07-16,93.4557876586914,123.77177429199219,168.72999572753906,126.34173583984375,86.19668579101562,107.22044372558594,40.400001525878906,29.15999984741211,34.192718505859375
2020-07-17,93.2669677734375,123.20477294921875,170.1199951171875,126.42638397216797,84.6021957397461,107.96812438964844,40.040000915527344,29.100000381469727,33.60585403442383
2020-07-20,95.23248291015625,121.16190338134766,170.94000244140625,126.63796997070312,83.86100006103516,107.6329574584961,38.439998626708984,29.1200008392334,32.81822204589844
2020-07-21,93.91808319091797,122.2778091430664,173.0,126.75657653808594,85.6795425415039,107.48687744140625,38.84000015258789,29.719999313354492,34.478431701660156
2020-07-22,94.18194580078125,123.27677154541016,175.6300048828125,126.98506164550781,85.05899047851562,108.40643310546875,39.36000061035156,29.75,33.67535400390625
2020-07-23,89.89510345458984,122.934814453125,177.17999267578125,126.64647674560547,85.30892944335938,109.10782623291016,41.7599983215332,29.40999984741211,33.74485397338867
2020-07-24,89.67242431640625,123.81678771972656,178.6999969482422,125.38514709472656,84.70561981201172,108.93484497070312,42.439998626708984,29.440000534057617,33.53635787963867
2020-07-27,91.7977066040039,125.89569854736328,182.22999572753906,124.58944702148438,83.51619720458984,109.2461929321289,40.63999938964844,29.719999313354492,34.03055953979492
2020-07-28,90.28965759277344,124.22173309326172,183.75,124.29318237304688,83.87821960449219,110.59534454345703,42.400001525878906,29.350000381469727,33.629024505615234
2020-07-29,92.02040100097656,126.47163391113281,185.1300048828125,124.04766845703125,85.91226196289062,110.96721649169922,43.439998626708984,29.56999969482422,33.99967575073242
2020-07-30,93.13385009765625,123.0517807006836,183.75999450683594,124.30166625976562,83.61962127685547,113.65687561035156,41.68000030517578,28.93000030517578,32.33173751831055
2020-07-31,102.88390350341797,119.5869369506836,185.42999267578125,123.38739776611328,83.29212188720703,113.39742279052734,41.040000915527344,29.06999969482422,32.493892669677734
2020-08-03,105.47633361816406,118.59699249267578,185.63999938964844,124.73335266113281,82.82671356201172,113.54443359375,48.0,29.34000015258789,32.62517166137695
2020-08-04,106.18071746826172,118.36298370361328,189.58999633789062,124.62329864501953,82.3526840209961,115.70652770996094,49.7599983215332,29.780000686645508,33.56725311279297
2020-08-05,106.56559753417969,121.46786499023438,191.35000610351562,125.62220001220703,83.78340148925781,115.40383911132812,50.36000061035156,30.229999542236328,33.860679626464844
2020-08-06,110.28356170654297,120.9458999633789,193.88999938964844,124.90264892578125,83.80923461914062,114.77250671386719,48.91999816894531,30.18000030517578,33.698516845703125
2020-08-07,107.77619934082031,121.42288208007812,190.80999755859375,125.79151916503906,85.65367889404297,115.49894714355469,51.2400016784668,29.850000381469727,33.54407501220703
2020-08-10,109.34269714355469,127.81260681152344,190.14999389648438,125.30899047851562,86.73965454101562,115.97461700439453,49.2400016784668,30.15999984741211,34.37032699584961
2020-08-11,106.09087371826172,128.2716064453125,179.94000244140625,124.41168975830078,89.48043060302734,115.22220611572266,48.880001068115234,29.81999969482422,34.72554397583008
2020-08-12,109.61671447753906,128.3075714111328,179.10000610351562,126.68882751464844,88.72198486328125,117.15081024169922,48.91999816894531,30.559999465942383,34.7176628112793
2020-08-13,111.5566635131836,126.59766387939453,183.3300018310547,125.2835922241211,88.23070526123047,117.42757415771484,50.0,30.399999618530273,33.86723709106445
2020-08-14,111.45726013183594,125.95864868164062,182.5399932861328,125.4867935180664,88.26519012451172,116.83948516845703,53.279998779296875,30.329999923706055,34.016849517822266
2020-08-17,111.166259765625,124.84273529052734,186.5,126.12165069580078,85.93810272216797,117.18540954589844,53.2400016784668,30.770000457763672,33.575889587402344
2020-08-18,112.09258270263672,124.5277328491211,188.17999267578125,127.05281066894531,84.74009704589844,118.05885314941406,54.84000015258789,30.600000381469727,33.410526275634766
2020-08-19,112.23323059082031,124.2127685546875,182.24000549316406,127.30674743652344,84.93831634521484,117.41889953613281,55.20000076293945,30.65999984741211,33.040435791015625
